sentence	label
My favourite  restaurant and bakery in  pittsburgh	1
Pita Land, olive you.\n\nI don't know why I don't come here everyday.\n\nIt's a great little market, where you can get delicious Mediterranean/Lebanese/Middle Eastern groceries. They have fresh made hummus, dips, pita bread,  you name it! And everything's reasonably priced (don't have to shell out too many leaves for my grape leaves ...) \n\nBest of all, in the last year they opened a cafe inside. It's damn delicious and cheap to boot! The gyro, lamb burger, french fries with rosemary dip, flat breads are all excellent and won't disappoint!	1
New pita caf\u00e9 is a welcome addition to a classic bakery and some of the best hummus in Pittsburgh. A great menu with fresh and local items served quickly efficiently and kicked up condiments and extras at every turn. This is the best Mediterranean food in Pittsburgh bar none. Chef Greg keep it coming	1
Absofrigginamazeballs!  This place is the bomb!  Great food, friendly service and a little grocery in the side. Who could ask for more!?!  The falafel pita will astound. Yummers!	1
This place is amazing and anyone who isn't giving it 5 stars is crazy. My husband and I just moved to Brookline from NYC and when we discovered this place I felt like I struck gold. The pita is incredible...like the freshest most delicious pita I have ever had. The baba ghanoush is fantastic and smokey...omg. I could eat that every day. I had the spinach pie with feta cheese and it was yummy. My husband liked his gyro, but next time will ask for a little more sauce. Pitaland is super clean, the employees are friendly and the food is the real deal. I plan on making it one of my regular stops.	1
This time I brought my partner in culinary adventure and I ordered a Gyro and some fries.  My wife ordered a falafel plate.  She said it was the best she's ever had.  I felt the same about my Gyro.  The fries were great.  They're seasoned with something I couldn't identify and served with tartar.  Awesome.  I wish you could order a small because for $4 it's a huge basket.  Way too much for a side with a sandwich.  Miriam helped me out and I did finish them.  They were too good to waste.  I also took a square of baklava home and again it was the best I have ever had anywhere.  This place is a treasure.  If I lived near here, I would be here all the time.	1
Love this bakery! It is my favorite in Brookline and always has delightful treats and wonderful staff. \n\nJust recently bought a King Cake for Fat Tuesday, and it was by far the best I've ever had and very affordable.\n\nStop by for snack!	1
If this place is affiliated with the bakery of the same name on Beverly Rd. in Mt. Lebanon, steer clear.  Bought 5 pastries today after I managed to drag the clerk away from her socializing and the one I tasted was so stale, I took a closer look at the others. They had all be dropped quickly in a too big box with no waxed paper in between them so they had fallen over.  The icing was not damaged though as they were so stale they were hard.  I had my husband take a bite out of one and he confirmed it was bad.  We broke the others in half just to determine if any were fresh. Nope. Tossed them all and went to Prantl's.	0
owner is a terrible terrible person. tossed me out for no good reason. i found the food very average overall	0
Can this place get an order correct the 1st time? I think not!	0
You could have thought I was a child with a brand new toy last night when Darren, Mom and I stopped here for a quick bite. This is one of those revamped locations. Large flat screen TV, electric fireplace, and lounging chairs! But my greatest excitement came from the soda fountain. It is a touch screen operated dispenser. Push the button for what you want (I got diet coke), and you are given the choice of your soda alone or with one of six flavor additives. Lime, grape, orange, cherry, lemon, and raspberry! I wanted to play with each flavor, but didn't. The food quality itself honestly isn't bad for fast food. Wendy's really has improved! The burger wasn't as greasy as usual and the fries are crunchy and full of flavor! I love the sea salt! They also has a small bakery selection. Darren and I shared an Oreo brownie. Yuuuuuuuuuuuuuuuuuuuuumy!	1
Worst McDonalds!!! they took 45 min for one burger BULLSHIT!!! someone needs fired!	0
Seriously the worst McDonalds I've ever been to. Service is always slow. I'm currently sitting in the parking lot right now with about 4 other cars from the drive thru that are waiting for food. If I could read my receipt (printer must be low on ink), I'd call the corporate office and tell them to fire the whole place and start over.	0
This isn't the worst McDonalds in town, at least they eventually get your order correct. But the situation inside is fairly ridiculous.  The crew during the day seems to be over a dozen employees, but they only ever have one person taking orders, and you have to wait on that person to wander back to their post to actual sell you some food.  You can see half a dozen employees in the back apparently working on cooking food, but all those people still can't get your food out in less than 10 minutes. But while you are waiting you can watching another half dozen employees at the take-out window chatting the day away while one person occasionally fills up a bag and gets an order out.	0
yummy, yummy chinese food.  thank heavens for there being one in brookline.  great food.  friendly, fast service.  decent prices.  funny kid who jumps out and tries to scare me every time i go is great in store entertainment.  very simple decore.\n\ni always walk here when i order since it so close and they always have it ready before i get there.  usually get the general tso's.  must try the other menu items someday.	1
Had the chicken kabob and hummus. Didnt enjoy either, hence, the two stars. On the other hand, the bartender was really nice. Might give a second try.	0
Lunch was outstanding! Double down with hummus and tabulee.\nWill be back for dinner soon!!	1
Worst service ever!!! We were a party of 10 had a reservation and you think they care about your reservation? Heck no!!! Waited for our table for an hour!!!! No body came check on us, we have been waiting by an empty table, no apologies, and when we ask about the table, they were really mean and rude, the hostess was not doing her job and they ended up kicking us out because they were upset how impatient we were, no.... I think anyone would be upset waiting for reservation for that long. Worst experience ever!!! Will defiantly not go there again!!	0
I'll second the other reviewer that said for the price charged, the amount of food you receive doesn't measure up. Furthermore, Pittsburgh still has yet to have any quality schawarma. \n\nI ordered both the beef and chicken schawarma to sample. \n\nThe beef:\n\n- clearly frozen boxed 'steak-ums' as opposed to freshly shaved off a doner.\n- a measly 2 slices at that, I basically had a wrap of lettuce and tomato w/ a hint of beef\n\nThe chicken:\n\n- clearly a once frozen and somewhat freezer burnt sliced chicken breast again as opposed to being freshly sliced off a doner and a mix of white and dark meat. this leaves the meat dry and tasteless. \n- maybe a half of a chicken breast if I was lucky\n\nNo toum or similar sauce served at all with either dish?!?! That's hitting a whole new low for fake schawarma. \n\nHostess was great, service was adequate. I have no motivation to return. \n\nHopefully one day Pittsburgh will have good choices when it comes to Greek and Med. food. Today is not that day.	0
Wonderful surprise in the South Hills desert of chain eateries. Romantic interior that's a refreshing throwback, and the best hummus and iced tea I had in Pittsburgh. The kebabs are sizzling, generous, and delicious, and the staff friendly.	1
Horrible, rude service.  12 minute wait for fast food?!?!	0
Sesame Inn was the place we went when we wanted Chinese food when I was growing up in Pittsburgh. My family owned a Chinese restaurant themselves and when they wanted Chinese food this is where we went. I remember the walnut chicken and the orange beef the most. What I would give to have some. The dumplings were also a favorite of mine too!! Just another place I will be sure to visit when I travel back to the Burgh.	1
Nice atmosphere, good food - Sesame Inn gets an A in my book.  The service is good - I especially like the man who has been refilling water glasses since I was in middle school and always smiles at you.  There is a room off the main dining room to support larger groups, a full bar, and a great menu.  The lunch specials are very affordable, even to high school students, and can be packed on days when school lets out early.\n\nAs far as the food goes, everything is delicious.  The hot and sour soup is great, the ma po bean curd is the best I've ever had, and even their newest offering of pad thai is pretty good.  Whether you're taking out, eating in, or having food delivered, everything here is delicious.	1
My grandmother lives in Washington, PA. Several times a year, I go to visit her and we make the trek to Sesame Inn. I absolutely love their lettuce wraps, Pad Thai, and/or Singapore Noodles. We normally share the wraps and an order of the Pad Thai. It is a huge portion. Even while sharing, we still take left overs home! Great!!!!	1
My wife and I and our son love this restaurant. Once you have Chinese food here you will select this as your top Chinese restaurant. Everyone is so friendly, the service is excellent and the food always comes nice and hot. They also have some excellent Thai specialties. I recommend the KieWan if you like Thai dishes. The amazing chicken will keep you coming back time and time again.  I cannot recommend this place enough; try it and I bet you agree.	1
If you're seeking bland, salty, Chinese food where every entree tastes exactly the same as the other...this is your place!	0
Absolutely amazing I usually don't venture out and we went to a new restaurant and I got a new dish, Capitol chicken it was truly amazing, wait staff is always there when you need them. would definitely go back!	1
The oil to sauce ratio for my Kung pao chicken was 1:1 - maybe worse.  I couldn't eat it.  I literally had to rinse it off under hot water in order to salvage a few bites.  This isn't the first time that I have had this problem here.  Takeout is gross.  I won't be back.	0
My buddy wrote to me and said I should do a review of Mark Pi's China Gate. To be completely honest, I thought I had. I checked and saw that indeed, I had not. It's been a good six months since my last visit, I remember what I ordered and how good the entire experience was.\n\nI ordered the eggplant with garlic sauce and an order of bok choy which was steamed first, then quickly stir fried, delicious. The eggplant was tender, a touch of heat from chilis, garlicky, meaty and filling, served with brown rice, very nutritious. My family all ordered something different, Judy, my cousin who thinks China Gate is the finest Chinese restaurant in Pittsburgh, and would come here at the drop of a hat, ordered her Chicken and Green Beans. I must admit, when I did eat meat, I've had this on many occasions and it's really very good. The green beans are crisp tender, the chicken is finely ground,  moist, and tender.\n\nOver all Mark Pi's China Gate is good Chinese food, served in a nice atmosphere, and a great value for your hard earned buck.	1
NEVER EVER get the All-you-can-Eat. Hibachi plates are basically plates of panfried squash with a little meat that isn't even grilled. They give you nigiri sushi instead of sashimi. It's like they are trying to stuff us full of rice and squash so we fill up quickly. Also, service was unfriendly.	0
My son and I stopped by China Gate after a movie in the Galleria.  We had eaten there before when it was called Mark Pi's China Gate.  The food was very good.  I think it's changed hands and here's why.  We were seated and given menus.  We placed our order with the waiter and not less than 3 minutes later, ALL of our food was brought out.  I was shocked.  There was no way this order was prepared and cooked that fast.  My son took one bite, I didn't even bother, and we called the waiter back over.  I told her I expected fresh food, not some hidden buffet that had been sitting out.  I got up to leave and she called the manager who tried to force me to pay.  I refused.  I will never go back.  There is such a thing as food too fast.  If I wanted fast food I'd have gone to Mickey D's.	0
Horrible experience!!! I wouldn't suggest this salon to my worst enemy!! \n\nSpent close to 4 hours there for highlights and a haircut!!! May of taken so long because, I was given two hair treatments... That I NEVER asked for!!!! My highlights were not even blonde.. as I asked for!!! \n\nGrossly overpriced.. Beware for the treatments given without consent!! You will be charged for them despite never asking for them!! When you call to speak to manager/owner about your $250. Negative experience... He will never return your call!!	0
I don't understand the negative reviews of this place!!  I no longer live in Pittsburgh but I loved Alberta Modern. I went to Natasha, who is so awesome. She always listened to what I wanted and I was always thrilled with what she did. Not to mention she's great to talk to and the first time I went there, we instantly bonded. As a blonde, my color can be tricky to get exactly right. I've since moved to Chicago and have not been able to find anyone I like as much and I pay three times more to get my hair done. I miss you Natasha!!!	1
One star for the unpleasant experience I have had at this store. I was treated very poorly by a particular gentleman with an unjustified ego who was working the counter. He dismissed my honest inquiry in a very rude and unprofessional manner. It seems as though he would only care to cater to the experienced musicians who enter his shop. It's a shame he could not assist me with some grace and respect. Because of him, I do not care to return to see if any other staff members are any more helpful. I will not be returning here for ANY musical needs.	0
excellent service.  really good with the kids.  the owner Joe always provides excellent service	1
Great service, quality work, good prices.  What more can you ask for?  Oh, I know... it's independently owned.  Love it!	1
This trendy little place has great pizza.  Pizza that makes you feel like you might be eating healthy because this is not a heavy pizza.  I love the slight spiciness of the sauce and the thinness of the crust.  It can be a little on the pricey side but it is worth it.  Expect lines on Friday and Saturday.  Check out the patio in the summer time.\n\n\nI used to live in Lebo and miss this place since moving to Charlotte, NC over four years ago.  I stop at Il Pizzaiolo every time I am back in town.  Charlotte really needs a place like this and the closest attempt is Brixx Pizza.  Been there a few times and the ingredients are not up to par with Il Pizzaiolo.	1
Amazing pizza. The crust is as it should be--chewy in parts, crunchy in others. The Margherita D.O.C. is always a good choice, but if you really want to travel to yum-yum land, get the Panna. With mushrooms, ham, mozzerella and a drizzle of heavy cream, it brings together flavors that seem made for each other.	1
"Il Pizzaiolo serves authentic and delicious pizza and pasta.  I highly, highly recommend eating in the \""wine bar\"" out back - where the main restaurant is loud, bright, and crowded, the wine room is darker, more romantic, and closer to the bar."	1
Probably one of the best places to eat pasta or wood-fired pizza...	1
We were so excited to try Il Pizzaiolo after hearing about it from so many people and reviews online.  We discovered after arriving that they will accept cash only until further notice.  Apparently this isn't a temporary problem because I saw the same sign on the door a few weeks ago, but assumed it was a one-night thing.  In the era of credit and debit cards being accepted everywhere (even McDonalds and 7-11) it seems inexcusable for a decent restaurant to make patrons withdraw money from an ATM before dining there.  I'm sure we will still try Il Pizzaiolo, but at the moment I'm extremely annoyed with them!  We made the sacrifce and went to Bistro 19 next door.	0
The pizza at Il Pizzaiolo was fantastic.  We ordered 3 pizzas: the Margherita, the Bianca, and the fennel sausage and rapini pizza (I forget the menu name).  My favorite was the Bianca - the ricotta cheese pushed it over the top.  The ambiance was very nice as well.  We sat in the outdoor seating in the back, which had a perfect combination of sun and shade.  The reason I gave a 4 star rating was for the somewhat slow and inattentive service.  I can't say that the service is typically like this, but we had a waitress in-service who was still learning and IMO, a bit overwhelmed.  But otherwise, I would highly recommend Il Pizzaiolo.	1
"Finally - a Pittsburgh restaurant with a decent outside patio!  Patio is in the back, so you don't get all the road noise, and is quite pleasant.  In fact, we got seated in the back corner by the fountain, which is not a normal table, but one of those stone garden tables.  Despite not being the most comfortable of seats, it was by far the most enchanting part of the patio.\n\nI thought the pizza was \""eh.\"" The dough was a little \""doughy' for my taste.  I was significantly more impressed with my pasta dish, which was incredibly delicious, but also incredibly rich, so I had to leave about half of it.  I guess that's what I get for ordering pastas with cream sauce.\n\nIn summary - a cute place for a date if you can sit outside.  I didn't find the inside half as exciting.  I'll give them another chance on the pizza, but even if you don't have that, try the pasta."	1
My wife and I like this place. It's always crowded, but you can wait in the wine bar--if that's not also packed to the brim(which it usually is). The pizza is the best in the area--exquisite crust, nice ingredients. Pricey, though. And parking is a pain. Luckily, Mt Lebo parking tickets are like $7.00, which is what you'd pay at a downtown garage anyway.	1
I almost don't want to give the secret away.  \nBest italian food I have had since going to Italy.  Simple, yet addicting. The wine bar is hidden in the back area and it is such a nice place to visit during the week.  Don't even try to go there on the weekends... too crowded.\nIn the summer, sitting outside is such a luxury.  Order the Rigatoni alla Siciliana.  Perfecto!	1
My local go-to for a great meal with friends. Always delish, fresh and well made meals, great wine, warm atmosphere. I'm lucky to have Il Pizzi a block away.	1
"The appetizer was bruschetta.  Essentially three pieces of toast with various toppings.  Two of the three were good, but the brocolinni topped one was not my taste.  Certainly, this was NOT worth the $12 price.  Our dinner was pizza.  The crust was very good - almost like a soft, warm, flat breadstick.  Sadly, the pizza was sparsely topped with cheese and sausage.\n\nOur server was attentive, almost to a fault.  The restaurant was excessively loud - we couldn't hear the waitress rattle off the soup, appetizer or entree specials (seven specials in total).\n\nWhile the food was not bad, I can't justify the prices or quantities.  In fact, I really didn't pull up Yelp to rate this restaurant...I'm actually looking for a place to go eat since I'm still famished after \""eating\"" here."	0
"\""I can only speak for the pizza, but have it on good authority that the same attention to quality, fresh ingredients is extended to the entire menu. I'll be back to sample more of everything, and to order the Margherita DOC again, and again..and again. If you're anywhere remotely close to the area, I would highly recommend a visit. If you're a pizza fanatic - it's worth making a much lengthier trek.\""\n\nfull review with pictures on my site"	1
Passing through town, tried this place bc of Yelpers. Was not disappointed, the pappardelle with sausage was awesome, pizza great, and don't forget the tiramisu!	1
Have I found my new favorite date spot? My fianc\u00e9e and I just enjoyed dinner here last night and we were thrilled with every part of our experience at Il Pizzaiolo. We showed up pretty late, around 9:20pm and were provided with quick service from a friendly server. \n\nI was pleased with their wine list- lots of great Italian reds. The Barbera d' Asti they have by the glass is excellent! We ordered the Carcuccieri pizza (or had a similar name- the one with artichokes and prosciutto) and loved every bite. Real wood-oven cooked thin crust pizza, with good quality toppings and San Marzano tomato sauce. Molto bene!\n\nWe parked on the street and were able to find a spot easily. Seemed like a pretty and safe neighborhood. When the weather is decent, dine outside on their back patio. It's gorgeous and romantic!	1
While in Pittsburgh with the hubby for a quick weekend getaway, I took Misty B.'s (@chi_mist) recommendation and tried this place out. \nCasual, but trendy, restaurant that was the perfect little date night. \nThe wine menu was good - and the server helped us pick out a few based on our tastes. \nThe food was VERY good. We had the Polpettini (mini meatballs) as an appetizer and they were all gone in about 5mins. \nWe shared two entrees: the DOC margherita pizza and a pasta special of the evening - penne with a lamb ragu. \nThe pizza... the pizza... the pizza.... I could eat the entire thing by myself. I forgot about the pasta, and to be honest, it couldn't stand up to the pizza.\n\nThis 5 star rating is absolutely for the best margherita pizza I've ever had - and thanks Misty for the awesome rec!	1
Although there are plenty of new brick oven pizza places popping up in the burgh almost monthly, this is still the best.  Robertos is the only other brick oven that compared.  Now that Roberto is in the Village, NYC this is certainly the tastiest spot left.	1
Now, this isn't the best pizza I have ever had, but it is the most authentic and that is why it is getting 5-stars.  I was craving and in search of a place where I could get the most authentic DOC style Italian pizza, and I honestly think that this place is the best I have ever had at making a certified Margarita pizza.  I cannot wait to go back: luckily, my grandma lives across the street!!	1
Delicious, up scale pizza. Not a good place for young kids. Lovely patio.	1
I have always held this place in high regard, super cute and has always been delicious but when my bf and I and a couple friends went a couple weeks ago I was extremely disappointed. I'm vegan and so is my bf so we were already limited in choices, the Napoli antipasto is awesome but our entree left much to be desired. I forget the exact name but it was basically a spaghetti w pomodoro sauce. I can't believe they charge $16 for this dish! It was cold and not a good portion. I got a huge hot pepper that burnt the crap out of my lip. I love spicy stuff too! Just not a good value for the $. I just moved back from nyc and my fav place there charges significantly less for significantly more. I'm so disappointed bc this was one of my go to places in Pgh! :/	0
Il piz, is a Mt lebo staple, but not that great.  We ordered the bucatini americano and a pizza.  The bucatini was good, but not a great value.  I was excited about the pizza because they cook it in a brick oven, which should make a great pie, but was disappointed when it came out soggy.  Should have been nice and crisp.  There weren't even many toppings to make it soggy.  probably give it another shot but not my first choice considering the prices.	0
Ok...so, it's difficult to give this a star rating as I had a mixed experience. The caesar salad is one of the BEST I have ever had, but the pizza is one, if not the worst I have ever had. I ordered the margarita, sauce, cheese and basil. Well I think they may have run out of cheese and basil. It was a wet tasteless mess. I may return if craving a good caesar.	0
The wine bar in the back is one of my favorite drink spots of all time. We just visited in January, and the fireplace was going. Perfect and cozy! Good place for a conversation, but very tiny. Good for a date or catching up with a friend. It's an older and mature crowd, but because of the way it's kind of tucked away, you'll seem like you really know something if you bring a date here.\n\nThere are a good number of wines by the glass, and some good cocktails. Try the Bufala Negra (bourbon, balsamic vinegar, ginger ale, and some other ingredients I can't remember). \n\nDrinks aren't cheap, but these drinks are for sipping anyway. The bartender was sweet, too.	1
Best pizza I've eaten in Pennsylvania, the Margareta with imported tomatoes and sauce is, in itself, amazing. Everything on the menu is memorable.\n\nThis place is, however crowded and can be quite noisy and they don't take reservations.\n\nSomewhat food-allergy friendly, but no gluten-free pasta, and they could improve a bit on this.	1
I can only add to the already good reviews on Yelp. The outside area was very pleasant. The food was simply very good traditional italian. Highly recommended.	1
I visited Italy recently and when I came back I decided I wanted to try to find some similar quality Italian food here in Pittsburgh now that my standards are higher after having the real deal.  Pizzaiolo did not disappoint.  They had a pasta with an all'Amatriciana sauce I had only seen before in Italy, and I also had their lasagne bolgnese and a fresh buffalo mozzarella appetizer.  All were amazing and on par with the quality I found in Italy.  They also had a nice selection of Italian craft beers which I've never seen anywhere else in the US before.  I just wish they'd include some English descriptions of them on the menu!  All the staff there is also very friendly and attentive.  The atmosphere feels more like a gourmet brick oven pizza place than a nice Italian restaurant, but they definitely have a lot more to offer than their pizza (which is also excellent).	1
Love the margherita DOC, love the dessert. Brick oven pizza is a favorite of mine. I like to try many different places & this is a favorite of mine!	1
I have tried II Pizzaiolo twice now and I am not a fan. The food was very good but over priced and the atmosphere is stuffy and very loud. If you are looking for a relaxing night out, this is not the place to go.	0
I actually really enjoy the wine bar behind the actual restaurant. Since it is considered a wine bar in that particular portion of the restaurant, I would except more wine by the glass, no matter the price. I would pay $$$$ for wine by the glass, so I know I like it and then would pay $145 for a bottle.\n\nThen there's the main restaurant that I really wasn't that impressed with. We were sat at the table with the most slant...which there were other open tables for two with No slant. Our glasses were sliding down the table so we used our silverware to stop them from sliding. No joke! The food I ordered was penne alla vodka, which was pretty tasty. But for $18, and that's all you get?! I've had better. The bread wasn't impressive, just sliced up sour dough bread with not so high end olive oil. (You can taste the difference between a really good olive oil and a bulk cheap kind). \n\nHaving said that, I will certainly return to the wine bar for maybe a glass of wine and try maybe the pizza, but not the main restaurant.	0
I always used to make sure to have dinner here during my yearly visits to Pittsburgh.\nThis will be the last time as the food was mediocre and the restaurant  looked like it was neglected. There are many new and better restaurants to choose from.\nThe sad state this once cutting edge restaurant devolved into is a real shame as it used to be one of Pittsburgh's best.	0
Favorite Italian in pittsburgh.  Good service, wait times are bearable on weekends (the wine loft makes it easy to wait).  Fantastic food - top choices are the mozzarella and prosciutto appetizer, meatballs app, all pizzas, and gnocchi.  Can't go wrong with anything though.  Dinner can be pricey but worth it for such good food and quality ingredients.	1
This used to be one of my absolute favorite places to eat. However I had such horrible service here on my last outing that I will NEVER return here again. The server was rude and ungrateful. She reminded me of Lindsay Lohan filming her reality show.\n\nThe atmosphere in the wine bar is fabulous and the food is decent. I really like the pizza and marinated vegetables. The meatballs are also excellent. Sadly I cannot support a business that provides such poor service.	0
"$20 for a personal pizza with cherry tomatoes, and \""some\"" smoked Gouda. \n\nNo salad. No meat. \nNo dice. \nBetter deals and better food at a mall food court."	0
good pizza    the smoked mozzarella \n  is the best	1
First of all, Sarah was the most awesome waitress!!! Loved her wine selection suggestions, as well as dinner entree recommendations!\nThe Paccheri Alla Siciliana was a wonderful marinara sauce tossed with eggplant Fresh Bufula Mozzarella balls and was delicious! \nThe pappardelle al funghi, a delicious while wine and olive oil sauce, was tossed with pasta and shiitake mushrooms! \nBoth dishes were delicious and the amazing pure ricotta cannoli for dessert, excellent!!! \nHighly recommend this restaurant. We ate in the upstairs wine bar. But will definitely come back to sit in the beautiful courtyard garden!	1
Little Tokyo is the restaurant where I first experienced sushi, so it will always have a spot in my heart.  However, after gaining a little more knowledge of sushi, I still believe Little Tokyo is one of the best.  For one, I have still not seen daikon rolls on a menu in Ohio, and they are one of my favorites.  Little Tokyo's avocado and kappa rolls are also excellent.  My favorite appetizer is the agedashi tofu, though the others are good as well.  The atmosphere is great for everything from a casual lunch to a pre-Homecoming dinner.  The service is attentive, providing you with hot towels to clean your hands before dinner.  They will validate your garage parking for one hour, and the mints in a jar at the cash register are delicious.\n\nI would highly recommend Little Tokyo, especially over Sushi Two (or Three, I never can remember) on Beverly Road.	1
This is by far the best Sushi in Pittsburgh.    The food is all amazing, very fresh and authentic,  and I still compare most places I have been to Little Tokyo.  Other than that, I don't have much to say because this restaurant really speaks for itself.  \n\nWhat you wont find here:  A trendy atmosphere like Nakama ( I picked Nakama because it is also so popular in PGH), but the sushi MORE than makes up for it.	1
Awesome sushi. Nigiri sushi here is a must-try.	1
With prices this cheap,\nI expected bland sushi.\nBut hey, it's Pittsburgh.	0
I love, LOVE this place.  The sushi at this place is what I use as a basis to compare other sushi.  I had my first taste of sushi at Lil Toks which is why it has become my benchmark.  Now I will say that I have had better sushi at a few places (Umi in Shadyside , PA and Coast in Chicago), but for what your paying at this place you cannot get a better value for the quality.  Those other places that I mention you'll definitely be paying alot more for marginally better sushi - at least in my opinion.  So whenever I'm in the mood for some sushi I come to this place.\n\nI should also mention that they have the most amazing fried ice cream...ever...even better than Chi Chi's fried ice cream (for those who remember).  People it's seriously that good!	1
Just arrived into town & had a taste for sushi! Remembered this place's reviews & after hitting a curb, damaging the hubcap of my rental I finally made it in! I ordered my sushi usual: ginger salad, spicy tuna & sushimi Ika. The ginger salad was good, but not great...I am spoiled when it comes to ginger dressing & this was not my favorite ginger dressing. The spicy tuna was fabulous! I got 3 pieces of Ika. They were good, but not the freshest I have had. My major complaint is that I asked for a side of sirachi & instead got just a hot oil...hmmmm...	1
Very good sushi.  Enjoyed all of it.  Great salad and soup as well.  Make reservations, esp on a weekend.  The only thing we DIDN'T like was the continual (loud) birthday celebrations.	1
Let's face it,  this is not Japanese food. The food is ok but it is really more or less Chinese food. The soups taste Chinese and lack the umami quality because they are not hon-dashi based. The rice used for the sushi is totally incorrect long grain rice, and not properly vinegared.	0
Nice light and open restaurant with two dining areas and a long sushi bar.  It was crowded with many families and a few singles at the sushi bar.  Ordered several different sushi rolls and was not disappointed....fresh and presentation was good.  Our server was very attentive and helpful.  She and others stopped by to check on us and refill our drinks.	1
Love the dragon roll.	1
Love their sushi here. You can't go wrong with anything on the menu. There is on street parking, and also a parking garage across the street.	1
Coming from the west coast, this is probably the worst sushi I have had in a very long time. There are no descriptions for any of the rolls. They do not offer low sodium soy sauce. The wait for 3 rolls and 4 pieces of sashimi took over 25 minutes. Now for the food, the scallop roll is mushy ( if they were scallops I wouldn't know). Actually, everything I ate was mushy. The service was inattentive. I waited 10 minutes for a refill for my iced tea, after the owner and another server looked straight at my empty glass.	0
Food was good, very average and just a bunch of rolls - nigiri and sashimi are kinda an afterthought. I wish the menu identified the ingredients. Instead I had to ask the server (really nice lady, but definitely not quick and efficient - service was soooo slow) who kindly explained each one. I ended up choosing two and they were good, more like meh good. Since I'm from SoCal, I definitely wouldn't go here when I'm back in Pittsburgh again and would try to find another sushi joint.	0
Best spicy tuna that I've ever had.......because it's actually spicy and without the spicy (American) mayo.	1
Second best sushi in Pittsburgh after Umi. Great uni and eel. Would recommend the sushi and sashimi over other dishes here.	1
My girlfriend and I frequent this place as often as we can. Best sushi around by far. Lunch prices are awesome but you get their dinner quality of food. Favorites are probably black marlin, soft shell crab roll, yellow fun tuna, anything with eel, just about every entree and their ice cream! Oh man, I'm getting hungry typing this	1
This is amazing sushi.  I have not tried the hibachi but it is nice that they have it for dining with a mixed sushi/non sushi eating crowd.  \n\nThe sushi is spectacular and there is high attention to detail.  The miso soup is made completely from scratch, no cans.  The grated radish and other garnishes are made fresh daily.  There is no hint of staleness in anything.  The bartender is also generous in his pours.  We are never in a hurry when we go for sushi so I haven't paid too much attention to the time it takes but they always bring out the next item as we are finishing the previous.  We have frequented here for a little over a year and always leave very pleased.  \n\nFor the food quality and attention to detail the prices are also extremely reasonable.	1
OK, update time.  Sushi we split was good.  Miso soup had an odd taste this visit.\nMy main course (Butaniku) was unforgettable, a real meh!  Not sure what happened this night.  \n\nOur waitress was MIA most of the night.  Could not even find her to try to get refills, desert or our check.  \n\nMust have been an off night for everyone.	0
Some of the best sushi in Pittsburgh. Everything was really fresh and light which sushi should be, but this just seemed better. Hard to find a soft shell crab roll that the tempura is done well. This place does.	1
I did not have a good experience here tonight. We did not make reservations and got seated within 10 minutes! We were happy about that but.. Waiting for our food took so long! We were ready to walk out and just cancel the order because of the wait.. But ended up waiting it out. \nThe food turned out okay. \n\nMiso soup- needed scallions and seaweed\nSalad- the dressing wasn't gingerly enough and tasted like Italian dressing. \n- the agedashi tofu was not agedashi tofu.. It was fried tofu in soy sauce with red pickled Chinese chilli. Ugh.. So disappointed. \n- sushi was okay. It was just average for me. \n \nThey were definitely quick with the check and cleaning at the end! \nOverall, didn't have a good experience and food was salty for my taste. :/	0
Service can boost a mediocre meal into the the arena of excellence.  \nWhen the food is consistently above average and the service, friendly and highly personable, and the prices reasonable, then...the meal is sublime.\nI gauge a good meal by my level of desire to return.  I will visit Little Tokyo for the level 4 food...and level 5 smile they paint on my face!	1
Best pizza in the 'Burg! They definitely don't skimp on the cheese and the sauce is awesome....it has a fresh tomato taste to it that goes well with the crisp, nutty crust.	1
Stopped in for a couple quick slices of plain red sauce.  $1.60 each.  They were really great.  I loved the sauce, some of the best I have had.  I sprinkled some oregano over and it was great.  It was short of greatness, however, because of the amount of cheese.  Way too much and really hard to get down.  I would definitely go back and order a pie with 1/2 the amount of cheese and some toppings.  Some may love the cheese but I, like Darren, found it overwhelming.	1
Horrible.  Tried it several times.  Taste like frozen Pizza.  Found a hair in it the first time so against my better judgement tried it again.  I swear it was worse than my first experience.  The locals that like this joint must have smoker destroyed taste buds.	0
My dad raves about this place and always encourages me to stop in. I finally gave in and stopped through one day on my way home from studying at Uptown. \nI ordered 2 slices of pepperoni to go for less than $5. I was sad that they didn't have an actual pepperoni pie; they just slapped pepperoni on the plain slices and tossed it in the over. That's my only complaint. \nWhen I got home, I was really excited to get to chewing. The bottom crust was crunchy and good (I couldn't eat the end bits of crust because it was a little hard). The pepperoni was authentic, thick, and spicy. The pizza was super greasy and cheesy, but flavorful and delicious. \nI will be trying again when I have the cash in my pocket.	1
I love Panara, I hear some bad things about management but I don't believe the rumors. Anyway, Pittsburgh is sorely missing good bagel places and Panara comes through not only with bagels, but other great, fresh bakery items. \n\nGood soups and sandwiches, being vegan I love their offerings. Good coffee too, they have a french roast that puts Starbucks to shame.	1
Needs more registers in the mornings. Mildly unorganized. But the breakfast sandwich is worth the wait.	1
